time_ms,current_nA
14004.9819279,0.448206505962
14005.0242285,0.448191277752
14005.066529,0.448176049543
14005.1362185,0.44815096133
14005.1536409,0.448144689277
14005.1710633,0.448138417224
14005.1884856,0.448132145171
14005.205908,0.448125873118
14005.2233304,0.448119601065
14005.2407527,0.448113329012
14005.2581751,0.448107056959
14005.2672346,0.44810379553
14005.2762942,0.448100534102
14005.2853537,0.448097272673
14005.2944132,0.448094011245
14005.3034727,0.448090749816
14005.3125323,0.448087488387
14005.3215918,0.448084226959
14005.3306513,0.44808096553
14005.3397108,0.448077704102
14005.3487704,0.448074442673
14005.3578299,0.448071181245
14005.3668894,0.448067919816
14005.3759489,0.448064658387
14005.3900081,0.44805959707
14005.4040674,0.448054535753
14005.4181266,0.448049474435
14005.4321858,0.448044413118
14005.446245,0.448039351801
14005.4603042,0.448034290483
14005.4743634,0.448029229166
14005.4884226,0.448024167849
14005.5024819,0.448019106531
14005.5165411,0.448014045214
14005.5306003,0.448008983897
14005.554401,0.44800041565
14005.5782017,0.447991847403
14005.6020023,0.447983279156
14005.625803,0.447974710909
14005.6496037,0.447966142662
14005.6619073,0.447961713375
14005.6742109,0.447957284087
14005.6865144,0.4479528548
14005.698818,0.447948425513
14005.7111216,0.447943996225
14005.7234252,0.447939566938
14005.7357287,0.44793513765
14005.7480323,0.447930708363
14005.7603359,0.447926279076
14005.7726395,0.447921849788
14005.7849431,0.447917420501
14005.7972466,0.447912991213
14005.8095502,0.447908561926
14005.8218538,0.447904132639
14005.8413259,0.447897122666
14005.8607981,0.447890112694
14005.8802702,0.447883102722
14005.8997424,0.44787609275
14005.9192145,0.447869082778
14005.9386867,0.447862072805
14005.9581588,0.447855062833
14005.9776309,0.447848052861
14005.9971031,0.447841042889
14006.0165752,0.447834032916
14006.0360474,0.447827022944
14006.0476135,0.447822859142
14006.0591796,0.44781869534
14006.0707457,0.447814531538
14006.0823118,0.447810367735
14006.093878,0.447806203933
14006.1054441,0.447802040131
14006.1170102,0.447797876329
14006.1285763,0.447793712527
14006.1401424,0.447789548724
14006.1517085,0.447785384922
14006.1632747,0.44778122112
14006.1748408,0.447777057318
14006.1864069,0.447772893516
14006.197973,0.447768729713
14006.2095391,0.447764565911
14006.2211053,0.447760402109
14006.2326714,0.447756238307
14006.2442375,0.447752074505
14006.2558036,0.447747910702
14006.2673697,0.4477437469
14006.2789358,0.447739583098
14006.290502,0.447735419296
14006.3020681,0.447731255494
14006.3136342,0.447727091691
14006.3252003,0.447722927889
14006.3367664,0.447718764087
14006.3483325,0.447714600285
14006.3598987,0.447710436483
14006.3714648,0.44770627268
14006.3830309,0.447702108878
14006.394597,0.447697945076
14006.4061631,0.447693781274
14006.4177292,0.447689617472
14006.4292954,0.447685453669
14006.4408615,0.447681289867
